FileName,L1,L2,L3,L4,L5,L6,D1,D2,D3,D4,D5,D6,DA1,DA2,DA3,DA4,DA5,DA6,zfs,E/D
1,c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,-76.179504,0.037168
2,Cn1cccc1-c1cc(-c2nccs2)nc(-c2nccs2)c1,Cn1cccc1-c1cc(-c2nccs2)nc(-c2nccs2)c1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,-92.739761,0.258231
4,N,N,N,N,N,N,1,1,1,1,1,1,N,N,N,N,N,N,148.843105,0.013281
5,c1cnc2c(c1)ccc1cccnc12,O,O,O,OS(O)(O)O,X,2,1,1,1,1,0,N,N,O,O,O,O,-0.220936,0.038254
6,COc1cc(CO)ccc1O,O,COc1cc(CO)ccc1O,O,X,X,2,1,2,1,0,0,O,O,O,O,O,O,16.104763,0.222
7,CN(CCN(C)Cc1ccccn1)Cc1ccccn1,CCN,CCN,X,X,X,4,1,1,0,0,0,N,N,N,N,N,N,111.041312,0.190264
8,ONO,CN(CCN(C)Cc1ccccn1)Cc1ccccn1,ONO,X,X,X,1,4,1,0,0,0,O,N,N,N,N,O,-17.618807,0.149852
10,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,148.739925,0.024036
11,OCc1ccccc1O,CO,OCc1ccccc1O,CO,X,X,2,1,2,1,0,0,O,O,O,O,O,O,-98.31806,0.213007
13,O,O,O,c1cc(-c2ccc(-c3ccncc3)cc2)ccn1,O,c1cc(-c2ccc(-c3ccncc3)cc2)ccn1,1,1,1,1,1,1,O,O,O,N,O,N,12.10838409,0.18646217
14,OC(O)COc1ccccc1CNCCNCc1ccccc1OCC(O)O,X,X,X,X,X,6,0,0,0,0,0,O,O,O,O,N,N,-62.82234,0.064825
15,OC(O)COc1ccccc1CNCCCNCc1ccccc1OCC(O)O,X,X,X,X,X,6,0,0,0,0,0,O,O,O,O,N,N,-36.658605,0.086103
16,Cc1c(C(O)O)nnn1-c1ccc(C(O)O)cc1,O,Cc1c(C(O)O)nnn1-c1ccc(C(O)O)cc1,O,X,X,2,1,2,1,0,0,O,O,N,O,O,N,-72.998643,0.328443
17,OC(O)c1cccc2cnccc12,O,O,O,OC(O)c1cccc2cnccc12,O,1,1,1,1,1,1,O,O,O,N,O,N,72.158538,0.239779
19,OC(O)c1cc(-c2ccncc2)cc(C(O)O)c1,O,O,OC(O)c1cc(-c2ccncc2)cc(C(O)O)c1,O,O,1,1,1,1,1,1,O,O,N,O,O,N,55.50879006,0.1617735
20,CO,CC1(C)N=C(CC(O)C(F)(F)F)C(C)(C)N1O,CO,CC1(C)N=C(CC(O)C(F)(F)F)C(C)(C)N1O,X,X,1,2,1,2,0,0,O,O,N,O,O,N,-0.101996,0.003779
21,Cl,Cl,c1ccncc1,c1ccncc1,c1ccncc1,c1ccncc1,1,1,1,1,1,1,Cl,Cl,N,N,N,N,134.522956,0.090725
22,NC(Cc1ccccc1)C(O)O,NC(Cc1ccccc1)C(O)O,O,O,X,X,2,2,1,1,0,0,O,O,O,O,N,N,-105.794791,0.192202
23,Cl,Cl,Cc1cccc(CNO)n1,Cc1cccc(CNO)n1,X,X,1,1,2,2,0,0,Cl,Cl,N,N,N,N,37.644171,0.263891
24,Cl,Cl,Cc1[nH]ncc1Br,Cc1[nH]ncc1Br,Cc1[nH]ncc1Br,Cc1[nH]ncc1Br,1,1,1,1,1,1,Cl,N,N,Cl,N,N,73.086093,0.174592
25,OC(CC(O)C(F)(F)F)c1ccccc1,OC(CC(O)C(F)(F)F)c1ccccc1,c1cnc2c(c1)ccc1cccnc12,X,X,X,2,2,2,0,0,0,O,O,O,O,N,N,58.93263,0.141458
26,CCNC(S)c1cc(C(F)(F)F)ccc1O,CCNC(S)c1cc(C(F)(F)F)ccc1O,c1ccncc1,c1ccncc1,X,X,2,2,1,1,0,0,N,N,N,N,O,O,100.294007,0.275683
27,CCNC(S)c1ccccc1O,c1ccncc1,CCNC(S)c1ccccc1O,c1ccncc1,X,X,2,1,2,1,0,0,N,N,O,N,N,O,6.474216,0.000532
28,CCNC(S)c1cccc(C)c1O,Cc1cccc(C2=NCCS2)c1O,c1ccncc1,c1ccncc1,X,X,2,2,1,1,0,0,O,O,N,N,N,N,-71.921447,0.316313
29,OCc1cccc(CO)n1,OCc1cccc(CO)n1,X,X,X,X,3,3,0,0,0,0,O,O,O,O,N,N,-78.802876,0.121387
30,OCc1cccc(CO)n1,OCc1cccc(CO)n1,X,X,X,X,3,3,0,0,0,0,O,O,O,O,N,N,-124.160565,0.053362
31,OCc1cccc(CO)n1,OCc1cccc(CO)n1,NCS,NCS,X,X,2,2,1,1,0,0,O,O,N,N,N,N,-17.46088,0.193148
32,OCc1cccc(CO)n1,OCc1cccc(CO)n1,X,X,X,X,3,3,0,0,0,0,O,O,O,O,N,N,-76.69394,0.165511
33,O,O,c1ccc(Nc2ccccn2)nc1,c1ccc(Nc2ccccn2)nc1,X,X,1,1,2,2,0,0,O,O,N,N,N,N,79.535223,0.169298
34,NCS,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,NCS,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,OC1=C2C=CC=C3C=CC=C(C32)C(O)N1C=1C=CC=NC1,1,1,1,1,1,1,N,N,N,N,N,N,124.117379,0.165315
35,NCS,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,NCS,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,OC1=C2C=CC=C3C=CC=C(C32)C(O)N1C=1C=CC=NC1,1,1,1,1,1,1,N,N,N,N,N,N,112.94522,0.162569
36,NCS,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,NCS,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,OC1=C2C=CC=C3C=CC=C(C32)C(O)N1C=1C=CC=NC1,1,1,1,1,1,1,N,N,N,N,N,N,-35.541554,0.202784
37,NCS,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,NCS,C1=NC=C(N2C(O)C=3C=CC=C4C=CC=C(C43)C2O)C=C1,OC1=C2C=CC=C3C=CC=C(C32)C(O)N1C=1C=CC=NC1,1,1,1,1,1,1,N,N,N,N,N,N,-113.373865,0.312058
38,Nc1ccc(C(O)O)cc1,O,O,Nc1ccc(C(O)O)cc1,O,O,1,1,1,1,1,1,O,O,O,O,O,O,12.658875,0.112244
39,Nc1ccc(C(O)O)cc1,O,O,Nc1ccc(C(O)O)cc1,O,O,1,1,1,1,1,1,O,O,O,O,O,O,-108.16564,0.289365
40,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,113.789407,0.000229
41,c1ccncc1,CC(O)CC(O)C,c1ccncc1,CC(O)CC(O)C,X,X,1,2,1,2,0,0,N,N,O,O,O,O,101.815137,0.055925
42,OCC(n1cccn1)(n1cccn1)n1cccn1,OCC(n1cccn1)(n1cccn1)n1cccn1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,-117.070172,0.118078
43,NCS,NNC(c1ccccc1)c1ccncc1,NNC(c1ccccc1)c1ccncc1,NCS,NNC(c1ccccc1)c1ccncc1,NNC(c1ccccc1)c1ccncc1,1,1,1,1,1,1,N,N,N,N,N,N,228.244463,0.015104
44,Cc1nn(-c2ccccc2)c(O)c1C(Nc1ccccc1)c1ccccc1,CCO,Cc1nn(-c2ccccc2)c(O)c1C(Nc1ccccc1)c1ccccc1,CCO,X,X,2,1,2,1,0,0,O,O,N,O,O,N,-127.289844,0.311909
45,CC(C)(C)c1cc(O)c(O)c(C(C)(C)C)c1,c1ccc(NCc2ccncc2)cc1,CC(C)(C)c1cc(O)c(O)c(C(C)(C)C)c1,c1ccc(NCc2ccncc2)cc1,X,X,2,1,2,1,0,0,O,O,N,O,O,N,29.263439,0.11524387
46,NCS,NCS,Cc1cc(C)n(CN(Cn2nc(C)cc2C)Cn2nc(C)cc2C)n1,X,X,X,1,1,4,0,0,0,N,N,N,N,N,N,113.811915,0.123989
47,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,OC(O)O,X,X,X,2,2,2,0,0,0,N,N,N,N,O,O,44.27865621,0.06395053
48,OC(O)O,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,X,X,X,2,2,2,0,0,0,N,N,N,N,O,O,63.508087,0.049131
49,OC(O)O,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,X,X,X,2,2,2,0,0,0,N,N,N,N,O,O,41.71250317,0.081126342
50,OC(O)O,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,X,X,X,2,2,2,0,0,0,N,N,N,N,O,O,37.71563524,0.106349402
52,NC(N)O,NC(N)O,O,NC(N)O,NC(N)O,O,1,1,1,1,1,1,O,O,O,O,O,O,95.183917,0.102938
53,NCCN,NCCN,NCCN,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,113.523108,0.012917
54,CCOC(O)c1nc[nH]c1C,O,O,O,X,X,2,2,1,1,0,0,O,O,N,O,O,N,61.315851,0.208352
56,CC=1N=CC(CO)=C(CNC=2C=CC(S(O)(O)O)=CC2)C1O,CC=1N=CC(CO)=C(CNC=2C=CC(S(O)(O)O)=CC2)C1O,O,O,X,X,2,2,1,1,0,0,N,N,O,O,O,O,-69.318028,0.285108
57,OC(CC(O)C(F)(F)F)C(F)(F)F,OC(CC(O)C(F)(F)F)C(F)(F)F,NCCCN,X,X,X,2,2,2,0,0,0,O,O,O,O,N,N,142.028143,0.02284
58,Nc1ncnc2nc[nH]c12,O,O,Nc1ncnc2nc[nH]c12,O,O,1,1,1,1,1,1,N,O,O,N,O,O,-0.02154,0.011507
59,CC(NO)C(C)NO,NCS,CC(NO)C(C)NO,NCS,X,X,2,1,2,1,0,0,N,N,S,N,N,S,-33.988186,0.161403
61,Br,Br,OC(O)c1ccc(NCc2ccccn2)cc1,OC(O)c1ccc(NCc2ccccn2)cc1,X,X,1,1,2,2,0,0,Br,Br,N,N,N,N,54.198788,0.079576
62,Oc1ccc(-n2nnnc2S)cc1,O,O,Oc1ccc(-n2nnnc2S)cc1,O,O,1,1,1,1,1,1,O,O,N,O,O,N,103.022159,0.195043
64,CON(O)OC(N)CNCC(N)O,OC(O)C(O)O,N,X,X,X,3,2,1,0,0,0,N,N,N,N,O,O,69.72280629,0.140997428
66,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,CC(O)CC(C)O,X,X,X,2,2,2,0,0,0,N,N,N,N,O,O,93.251057,0.08194
68,OC(O)c1ccccc1C(O)O,O,O,OC(O)c1ccccc1C(O)O,O,O,1,1,1,1,1,1,O,O,O,O,O,O,50.189548,0.191255
69,Cc1cnc(NC(O)C2=C(O)c3ccccc3S(O)(O)N2C)s1,CCO,Cc1cnc(NC(O)C2=C(O)c3ccccc3S(O)(O)N2C)s1,CCO,X,X,2,1,2,1,0,0,N,O,O,N,O,O,4.448189,0.001438
72,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,128.507073,0.047004
73,ON(O)O,O,O,ON(O)O,O,O,1,1,1,1,1,1,O,O,O,O,O,O,-38.535333,0.070528
74,CCN,O,CCN,O,O,CCN,1,1,1,1,1,1,O,O,N,O,O,N,53.597616,0.274691
75,CO[PH](O)(NS(O)(O)c1ccccc1)OC,CO[PH](O)(NS(O)(O)c1ccccc1)OC,c1cnc2c(c1)ccc1cccnc12,X,X,X,2,2,2,0,0,0,O,O,O,O,N,N,111.663043,0.031879
76,CO[PH](O)(NS(O)(O)c1ccc(C)cc1)OC,CO[PH](O)(NS(O)(O)c1ccc(C)cc1)OC,c1cnc2c(c1)ccc1cccnc12,X,X,X,2,2,2,0,0,0,O,O,O,O,N,N,127.721414,0.063146
77,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,-61.885355,0.259973
78,Cl,c1ccc(-c2ncco2)nc1,Cl,c1ccc(-c2ncco2)nc1,X,X,1,2,1,2,0,0,Cl,N,N,Cl,N,N,-44.02756,0.322043
79,OCc1ccccn1,OCc1ccccn1,OC1=NS(O)(O)c2ccccc21,OC1=NS(O)(O)c2ccccc21,X,X,2,2,1,1,0,0,O,O,N,N,O,N,90.784238,0.120432
80,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,163.362637,0.000615
81,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,90.754054,0.03458
83,OC(O)c1nccc2ccccc12,O,OC(O)c1nccc2ccccc12,O,X,X,2,1,2,1,0,0,O,O,N,O,O,N,-97.773075,0.273311
85,Oc1ccc(-n2ccnc2)cc1,Oc1ccc(-n2ccnc2)cc1,Oc1ccc(-n2ccnc2)cc1,Oc1ccc(-n2ccnc2)cc1,Oc1ccc(-n2ccnc2)cc1,Oc1ccc(-n2ccnc2)cc1,1,1,1,1,1,1,N,N,N,N,N,N,127.311292,0.006535
86,CC(O)C(N)C(O)O,O,CC(O)C(N)C(O)O,O,X,X,2,1,2,1,0,0,O,N,O,O,N,O,63.109429,0.030412
87,CC(C)(C)C(O)O,CC(C)(C)C(O)O,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,X,X,X,1,2,3,0,0,0,O,O,O,N,N,N,65.577715,0.18168
88,CC(O)C(NNc1ccc(C(O)O)cc1)C(C)O,O,O,CC(O)C(NNc1ccc(C(O)O)cc1)C(C)O,O,O,1,1,1,1,1,1,O,O,O,O,O,O,95.006409,0.289932
89,O,O,c1ccncc1,O,O,c1ccncc1,1,1,1,1,1,1,O,O,N,O,O,N,-74.369881,0.299247
90,Cc1cccc(C(O)O)n1,Cc1cccc(C(O)O)n1,O,O,X,X,2,2,1,1,0,0,N,O,N,O,O,O,-109.449178,0.16192
91,CCCNCc1cc(N(O)O)cc(N(O)O)c1O,CO,CCCNCc1cc(N(O)O)cc(N(O)O)c1O,CO,X,X,2,1,2,1,0,0,N,O,O,N,O,O,-86.194506,0.305805
92,O,O,CN(C)CN,O,O,CN(C)CN,1,1,1,1,1,1,O,O,N,O,O,N,5.062601,0.300505
93,Cn1c(C(N)O)nc2ccccc21,Cn1c(CN)nc2ccccc21,Cn1c(CN)nc2ccccc21,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,69.431809,0.120804
94,Cl,O,OP(CN)(CN)(O),OP(CN)(CN)(O),O,Cl,1,1,1,1,1,1,Cl,O,O,Cl,O,O,7.558441,0.049747
95,NCS,NC(O)c1ncccc1O,NCS,NC(O)c1ncccc1O,X,X,1,2,1,2,0,0,O,N,N,O,N,N,71.794361,0.130289
96,OC(O)c1cccc(C(O)O)n1,c1ccc(-c2ccccn2)nc1,Cl,X,X,X,3,2,1,0,0,0,N,O,O,N,N,Cl,-32.015292,0.274307
97,NCS,NNC(c1ccccc1)c1ccncc1,NNC(c1ccccc1)c1ccncc1,NCS,NNC(c1ccccc1)c1ccncc1,NNC(c1ccccc1)c1ccncc1,1,1,1,1,1,1,N,N,N,N,N,N,145.4231275,0.08383762
98,Cl,Cl,CC(NO)C(C)(C)N,CC(NO)C(C)(C)N,X,X,1,1,2,0,2,0,Cl,Cl,N,N,N,N,48.703223,0.220203
99,CC(N)O,N,N,N,N,N,1,1,1,1,1,1,N,N,N,N,N,N,51.89606846,0.097844662
101,CCN(CC)C(O)c1cccnc1,O,O,CCN(CC)C(O)c1cccnc1,O,O,1,1,1,1,1,1,N,O,O,N,O,O,-26.205258,0.102086
102,CC(NO)C(C)NO,CC(NO)C(C)NO,C,O,X,X,2,2,1,1,0,0,C,N,N,O,N,N,6.345194208,0.122714447
103,Cl,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,Cl,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,1,1,1,1,1,1,Cl,N,N,Cl,N,N,108.47638,0.036201
104,CC(NO)C(C)NCC(C)(C)N,CC(NO)C(C)NCC(C)(C)N,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,65.596223,0.15501
105,CC(NO)C(C)NCC(O)O,CC(NO)C(C)NCC(O)O,X,X,X,X,3,3,0,0,0,0,N,N,N,N,O,O,-33.767654,0.126706
106,c1ccncc1,ONO,N,N,N,N,1,1,1,1,1,1,N,N,N,N,N,N,0.210579,0.012719
107,OP(O)(O)(C1=CC=CC=C1),OP(O)(O)(C1=CC=CC=C1),OP(O)(O)(C1=CC=CC=C1),OP(O)(O)(C1=CC=CC=C1),O,O,1,1,1,1,1,1,O,O,O,O,O,O,-89.066593,0.235352
108,NC(O)C(O)O,O,NC(O)C(O)O,O,X,X,2,1,2,1,0,0,O,O,O,O,O,O,-68.816582,0.271557
109,c1cc(-c2nnc(-c3ccncc3)o2)ccn1,O,O,c1cc(-c2nnc(-c3ccncc3)o2)ccn1,O,O,1,1,1,1,1,1,O,O,N,O,O,N,74.20967,0.145053
110,NCS,Nc1cccnc1,Nc1cccnc1,NCS,Nc1cccnc1,Nc1cccnc1,1,1,1,1,1,1,N,N,N,N,N,N,102.028867,0.18297
111,Nc1cccnc1,NNN,NNN,Nc1cccnc1,Nc1cccnc1,Nc1cccnc1,1,1,1,1,1,1,N,N,N,N,N,N,116.355164,0.257763
112,CC(C)NC(Nc1cc2c(cc1NC(NC(C)C)NC(C)C)OC(C)(C)O2)NC(C)C,CC(O)CC(C)O,CC(O)CC(C)O,X,X,X,2,2,2,0,0,0,O,O,N,N,O,O,-93.446381,0.000124
113,CN(C)C(Nc1cc2c(cc1NC(N(C)C)N(C)C)OC(C)(C)O2)N(C)C,CC(O)CC(C)O,CC(O)CC(C)O,X,X,X,2,2,2,0,0,0,O,O,O,O,N,N,87.242254,0.244544
114,CC(O)CC(C)O,CN1C=CN(C)C1NC=1C=C2OC(C)(C)OC2=CC=1NC1N(C)C=CN1C,CC(O)CC(C)O,X,X,X,2,2,2,0,0,0,O,O,O,O,N,N,124.875004,0.205107
116,OC(O)c1ccccn1,O,OC(O)c1ccccn1,O,X,X,2,1,2,1,0,0,N,O,O,N,O,O,84.218609,0.300832
117,Nc1nnnn1N,Nc1nnnn1N,Nc1nnnn1N,Nc1nnnn1N,Nc1nnnn1N,Nc1nnnn1N,1,1,1,1,1,1,N,N,N,N,N,N,49.660998,0.006785
118,OC(O)O,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,X,X,X,2,2,2,0,0,0,O,O,N,N,N,N,45.35789752,0.162099037
119,OC(O)O,c1ccc(-c2ccccn2)nc1,c1ccc(-c2ccccn2)nc1,X,X,X,2,2,2,0,0,0,O,N,N,O,N,N,42.82869301,0.147035292
120,CC(NO)C(C)NCCc1ccccn1,CC(NO)C(C)NCCc1ccccn1,Cc1ccccc1,Cc1ccccc1,X,X,2,2,1,1,0,0,C,C,N,N,N,N,13.00261508,0.137087347
121,CC(NO)C(C)NCCc1ccccc1Cl,CC(NO)C(C)NCCc1ccccc1Cl,Cc1ccccc1,Cc1ccccc1,X,X,2,2,1,1,0,0,C,C,N,N,N,N,14.19101511,0.10295645
122,CC(NO)C(C)NCCc1ccccn1,CC(N)C(C)NCCc1ccccn1,C,X,X,X,3,2,1,0,0,0,C,N,N,N,N,N,43.52568328,0.14445903
123,OC(CC(O)C(F)(F)F)C(F)(F)F,OC(CC(O)C(F)(F)F)C(F)(F)F,O,O,X,X,2,2,1,1,0,0,O,O,O,O,O,O,122.727451,0.18074
124,OC(O)CC(O)C(O)O,O,OC(O)CC(O)C(O)O,O,X,X,2,1,2,1,0,0,O,O,O,O,O,O,0.167694315,0.156633858
125,OC(O)c1cc(OCc2ccccc2C(O)O)cc(C(O)O)c1,Cc1ccc2ccc3ccc(C)nc3c2n1,O,O,X,X,2,2,1,1,0,0,N,N,O,O,O,O,-12.73641925,0.188389905
127,O,C1=NN=C(O)N1,OC(O)c1cc(N(O)O)cc(N(O)O)c1,O,C1=NN=C(O)N1,OC(O)c1cc(N(O)O)cc(N(O)O)c1,1,1,1,1,1,1,O,N,O,O,N,O,111.542819,0.204967
128,O,c1cc(-c2ccncc2)ccn1,O,O,c1cc(-c2ccncc2)ccn1,O,1,1,1,1,1,1,O,N,O,O,N,O,15.58473558,0.143627048
129,NCS,NC(O)c1cccnc1,NC(O)c1cccnc1,NCS,NC(O)c1cccnc1,NC(O)c1cccnc1,1,1,1,1,1,1,N,N,N,N,N,N,2.726295445,0.176753472
130,NCS,NC(O)c1cccnc1,NC(O)c1cccnc1,NCS,NC(O)c1cccnc1,NC(O)c1cccnc1,1,1,1,1,1,1,N,N,N,N,N,N,-18.093243,0.308478
134,C[SH](C)O,NC(O)c1ccncc1,NCS,C[SH](C)O,NC(O)c1ccncc1,NCS,1,1,1,1,1,1,O,N,N,O,N,N,137.018701,0.040669
136,CC(NO)C(C)NO,CCCONC(C)C(C)NO,c1c[nH]cn1,X,X,X,2,3,1,0,0,0,N,N,N,N,N,C,17.72907326,0.167998152
139,CCOC(O)c1nn(-c2ccccc2)c(O)c1NNc1ccc(N(O)O)cc1O,CCOC(O)c1nn(-c2ccccc2)c(O)c1NNc1ccc(N(O)O)cc1O,X,X,X,X,3,3,0,0,0,0,N,N,O,O,O,O,47.270246,0.093907
140,Cl,Cl,CC(NO)C(C)NNC(O)NNC(C)C(C)NO,X,X,X,1,1,4,0,0,0,Cl,Cl,N,N,N,N,18.97576558,0.176714875
143,Cc1ccn(-c2cncc(-n3ccc(C)n3)n2)n1,ON(O)O,ON(O)O,O,X,X,3,1,1,1,0,0,N,N,N,O,O,O,86.718581,0.098905
145,OC(O)CCc1ccccc1,C1N2CN3CN1CN(C2)C3,O,OC(O)CCc1ccccc1,C1N2CN3CN1CN(C2)C3,O,1,1,1,1,1,1,O,N,O,O,N,O,-125.961623,0.212391
148,CC(NO)C(C)NO,NNN,CC(NO)C(C)NO,NNN,X,X,2,1,2,1,0,0,N,N,N,N,N,N,29.556428,0.300579
151,CN1C=CN(CC(O)(O))C1,CN1C=CN(CC(O)(O))C1,O,O,O,O,1,1,1,1,1,1,O,O,O,O,O,O,123.576859,0.212005
154,CC(C)(C)C1=CC(C(C)(C)C)=C(O)C=2NC=3C=C(C(C)(C)C)C=C(C(C)(C)C)C3OC12,OCCO,CC(C)(C)C1=CC(C(C)(C)C)=C(O)C=2NC=3C=C(C(C)(C)C)C=C(C(C)(C)C)C3OC12,X,X,X,2,2,2,0,0,0,O,O,N,O,O,N,51.295138,0.18683
157,OC(Nc1cccc2cccnc12)C(Cc1ccccc1)(Cc1ccccc1)C(O)Nc1cccc2cccnc12,CN,CN,X,X,X,4,1,1,0,0,0,N,N,N,N,C,C,7.03886452,0.18061496
161,Cc1ccc(C(O)NNC(c2ccccc2)C(NNC(O)c2ccc(C)cc2)c2ccccc2)cc1,Cc1ccc(C(O)NNC(c2ccccc2)C(NNC(O)c2ccc(C)cc2)c2ccccc2)cc1,X,X,X,X,3,3,0,0,0,0,N,N,N,N,O,O,22.3691414,0.116655432
163,CCCc1nc(C(O)O)c(C(O)O)[nH]1,O,CCCc1nc(C(O)O)c(C(O)O)[nH]1,O,X,X,2,1,2,1,0,0,N,O,O,N,O,O,94.078063,0.291195
169,I,O,c1cnc2c(c1)ccc1cccnc12,c1cnc2c(c1)ccc1cccnc12,X,X,1,1,2,2,0,0,I,O,N,N,N,N,60.328195,0.265532
170,O,O,O,O,c1cnc2c(c1)ccc1cccnc12,X,1,1,1,1,2,0,O,O,O,O,N,N,60.05253216,0.141387013
171,CC1n(CC(O)O)C2=CC=CC=C2n1CC(O)O,O,O,CC1n(CC(O)O)C2=CC=CC=C2n1CC(O)O,O,O,1,1,1,1,1,1,O,O,O,O,O,O,96.819496,0.285054
172,OC1C2=CC=Cn=C2C=2n=CC=CC12,c1c[nH]cn1,c1c[nH]cn1,NCS,NCS,X,2,1,1,1,1,0,N,N,N,N,N,N,-117.213147,0.309912
174,OC(NC(O)c1cccs1)c1cccs1,OC(NC(O)c1cccs1)c1cccs1,[O-][Cl](=O)(=O)=O,[O-][Cl](=O)(=O)=O,X,X,2,2,1,1,0,0,O,O,O,O,O,O,128.7443,0.16556
178,ON(O)O,O,Cc1ccc2ccc3ccc(C)nc3c2n1,NCNCN,X,X,2,1,2,1,0,0,O,O,O,N,N,N,-17.84792,0.214979
179,O,O,Nn1c(-c2ccccn2)nnc1-c1ccccn1,Nn1c(-c2ccccn2)nnc1-c1ccccn1,X,X,1,1,2,2,0,0,O,O,N,N,N,N,48.866628,0.03612
181,Cc1cnc(C(O)O)cn1,Cc1cnc(C(O)O)cn1,O,O,X,X,2,2,1,1,0,0,O,O,O,N,O,N,-62.187716,0.277843
183,C[SH](C)O,Cc1cc(CNO)c(O)c(N(O)O)c1,C[SH](C)O,Cc1cc(CNO)c(O)c(N(O)O)c1,X,X,1,2,1,2,0,0,O,O,N,O,O,N,48.59569,0.230621
184,C[SH](C)O,ONCc1cc(-c2ccccc2)cc(N(O)O)c1O,C[SH](C)O,ONCc1cc(-c2ccccc2)cc(N(O)O)c1O,X,X,1,2,1,2,0,0,O,O,N,O,O,N,56.853167,0.184628
186,Oc1c(O)c2cccnc2c2ncccc12,Oc1c(O)c2cccnc2c2ncccc12,Oc1c(O)c2cccnc2c2ncccc12,X,X,X,2,2,2,0,0,0,N,N,N,N,N,N,76.202935,0.078334
188,OS(O)(O)c1ccc(NCc2ccccn2)cc1,OS(O)(O)c1ccc(NCc2ccccn2)cc1,O,O,X,X,2,2,1,1,0,0,N,N,N,N,O,O,-0.604111,0.001211
189,NC(O)c1cccnc1,NC(O)c1cccnc1,O,O,O,O,1,1,1,1,1,1,O,O,N,O,O,N,-4.313664,0.020803
190,CC(NO)C(C)NCCCN,CC(NO)C(C)NCCCN,X,X,X,X,3,3,0,0,0,0,N,N,N,N,N,N,56.213437,0.242788
191,OC(O)O,NCCN,NCCN,X,X,X,2,2,2,0,0,0,O,O,N,N,N,N,98.600938,0.058088
192,Cl,NCCCNCCN,CC(C)(N)CN,X,X,X,1,3,2,0,0,0,Cl,N,N,N,N,N,-1.828389,0.225156
193,CCS(C)C(O)O,CCS(C)C(O)O,O,O,X,X,2,2,1,1,0,0,S,O,O,S,O,O,50.66343,0.05465
